location_id,store_id,store_name,category,sub_category,floor,state_id,country_id,district_id,neighborhood_id,parent_company,latitude,longitude,contact_number,created_at,modified_at,is_deleted,weekly_footfall,Age Range,Customer Type,Ethnicity,Gender Distribution
14082,100201,PAUL,Dining,Café,Persia Court,2,220,,,Holder Group,25.04552222,55.11978384,+971 4 557 9834,19:07.6,19:07.6,0,4500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100202,Cinnabon,Dining,Café,Tunisia Court,2,220,,,Focus Brands Inc.,25.04167893,55.11842625,+971 4 368 5635,19:07.6,19:07.6,0,4000,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100203,Cold Stone,Dining,Café,Tunisia Court,2,220,,,Apparel Group,25.04311264,55.11837985,+971 564041801,19:07.6,19:07.6,0,4000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100204,Jamaica Blue,Dining,Café,Tunisia Court,2,220,,,Foodco Group Pty Ltd,25.04248316,55.11830691,43699316,19:07.6,19:07.6,0,3500,15-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100205,Starbucks,Dining,Café,Tunisia Court,2,220,,, Starbucks Corporation,25.04238725,55.11815845,44190031,19:07.6,19:07.6,0,5000,18-50 years,"Young professionals, students, and families enjoying premium coffee and snacks.","Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100206,Starbucks,Dining,Café,China Court,2,220,,, Starbucks Corporation,25.04747977,55.12214339,44190030,19:07.6,19:07.6,0,5000,18-50 years,"Young professionals, students, and families enjoying premium coffee and snacks.","Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100207,Starbucks,Dining,Café,Persia Court,2,220,,, Starbucks Corporation,25.04500128,55.12021551,44190029,19:07.6,19:07.6,0,5000,18-50 years,"Young professionals, students, and families enjoying premium coffee and snacks.","Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100208,Mistica,Dining,Café,China Court,2,220,,,,25.04852387,55.12156085,45786236,19:07.6,19:07.6,0,3000,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100209,Alpys Café,Dining,Café,India Court,2,220,,,,25.04629616,55.12240568,+971 4 440 5961,19:07.6,19:07.6,0,3000,25-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100210,Caffe Divino,Dining,Café,India Court,2,220,,,Al Qubaisi Group,25.04696196,55.12120148,43310266,19:07.6,19:07.6,0,3000,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100211,Costa Coffee,Dining,Café,China Court,2,220,,, The Coca-Cola Company,25.04781431,55.12227917,+971 4 368 5631,19:07.6,19:07.6,0,4500,18-45 years,Families and professionals seeking a relaxed café experience.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100212,Happy Lemon,Dining,Café,Andalusia Court,2,220,,,Yummy-Town Group,25.0419343,55.11695407,44580397,19:07.6,19:07.6,0,3500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100213,Latea,Dining,Café,Persia Court,2,220,,,,25.04621639,55.11833022,526642709,19:07.6,19:07.6,0,3000,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100214,illy Caffe,Dining,Café,Persia Court,2,220,,,,25.045007,55.1176124,589039169,19:07.6,19:07.6,0,3500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100215,Kahve Dunyasi,Dining,Café,India Court,2,220,,,Alt?nmarka Group,25.04623904,55.12148271,+971 4 572 7738,19:07.6,19:07.6,0,4000,15-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100216,Dunkin’,Dining,Café,Andalusia Court,2,220,,,"Inspire Brands, Inc.",25.04177885,55.1183343,45865057,19:07.6,19:07.6,0,4000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100217,Tim Horton's,Dining,Café,India Court,2,220,,,Apparel Group,25.188744,55.2645071,552136322,19:07.6,19:07.6,0,5000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100218,Tim Horton's,Dining,Café,Tunisia Court,2,220,,,Apparel Group,25.2048541,55.2659172,565090260,19:07.6,19:07.6,0,5000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100219,Bombay Chowpatty,Dining,FoodCourt,Tunisia Court,2,220,,,China Gate Restaurants,25.04273982,55.11857148,+971 4 3682807,19:07.6,19:07.6,0,4000,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100220,Charley's Subs,Dining,FoodCourt,Tunisia Court,2,220,,,Charleys Philly Steaks,25.04265606,55.11861606,+971 569980567,19:07.6,19:07.6,0,4000,25-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100221,Krispy Kreme Doughnuts,Dining,FoodCourt,Tunisia Court,2,220,,,JAB Holding Company,25.04290416,55.11869081,971 5 56026571,19:07.6,19:07.6,0,4500,10-35 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100222,Chinese Palace Restaurant,Dining,FoodCourt,Tunisia Court,2,220,,,Chinese Palace Restaurant Group,25.04289566,55.11876608,+971 4 368 5009,19:07.6,19:07.6,0,4000,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100223,Noon-O-Kabab,Dining,FoodCourt,Tunisia Court,2,220,,,Noon-O-Kabab Restaurant LLC,25.0442665,55.1167972,971 4 368 5009,19:07.6,19:07.6,0,4000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100224,Automatic,Dining,FoodCourt,Tunisia Court,2,220,,,Automatic Restaurants & Grill,25.0424593,55.11866809,45467629,19:07.6,19:07.6,0,4000,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100225,BUBEE DRINKS,Dining,FoodCourt,Tunisia Court,2,220,,,,25.0442269,55.1174757,521138166,19:07.6,19:07.6,0,3000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100226,Chicking,Dining,FoodCourt,Persia Court,2,220,,,Al Bayan Group,25.0445893,55.1177293,+971 503551913,19:07.6,19:07.6,0,4000,15-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100227,Pushkin,Dining,FoodCourt,Tunisia Court,2,220,,,,25.04283938,55.1186831,552700017,19:07.6,19:07.6,0,3500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100228,Papa John’s Pizza,Dining,FoodCourt,Persia Court,2,220,,,"Papa John's International, Inc.",25.04583676,55.1192405,45754935,19:07.6,19:07.6,0,4000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100229,Shakeys,Dining,FoodCourt,Persia Court,2,220,,,Shakey's Pizza Asia Ventures Inc.,25.04656998,55.11809732,504300968,19:07.6,19:07.6,0,4000,10-35 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100230,Taza,Dining,FoodCourt,Tunisia Court,2,220,,,Taza Company,25.04268446,55.11882827,+971 4 331 4554,19:07.6,19:07.6,0,4000,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100231,Thaifoon,Dining,FoodCourt,Tunisia Court,2,220,,,,25.0422295,55.11885349,45841310,19:07.6,19:07.6,0,3500,25-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100232,Sushi Your Way,Dining,FoodCourt,Persia Court,2,220,,,,25.04659175,55.11793192,48761186,19:07.6,19:07.6,0,3500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100233,Macao Imperial Tea,Dining,FoodCourt,Persia Court,2,220,,,Fredley Group of Companies,25.04649612,55.11804638,501179218,19:07.6,19:07.6,0,3000,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100234,Jollibee,Dining,FoodCourt,Persia Court,2,220,,, Jollibee Foods Corporation,25.04653647,55.11806469,600 58 7000,19:07.6,19:07.6,0,4500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100235,Khau Galli Restaurant,Dining,FoodCourt,Tunisia Court,2,220,,,Khau Galli Restaurant DMCC,25.04220102,55.11828582,554645864,19:07.6,19:07.6,0,3500,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100236,Madam Pho,Dining,FoodCourt,Tunisia Court,2,220,,,PHO Vietnamese Ltd,25.04312216,55.11830177,45878842,19:07.6,19:07.6,0,3500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100237,Ichikura,Dining,FoodCourt,Persia Court,2,220,,,,25.04621656,55.11834144,+971 4 4428126,19:07.6,19:07.6,0,3000,15-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100238,Umami,Dining,FoodCourt,Tunisia Court,2,220,,,Umami United,25.0425836,55.11897367,+971 4 4357588,19:07.6,19:07.6,0,3000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100239,Pizza Hut,Dining,FoodCourt,Tunisia Court,2,220,,, Yum! Brands,25.04288188,55.11880177,555506314,19:07.6,19:07.6,0,4500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100240,AL SAFEER,Dining,FoodCourt,Tunisia Court,2,220,,,Al Safeer Group of Companies,25.0423678,55.1161975,+971 55 4025775,19:07.6,19:07.6,0,3500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100241,Tapa king,Dining,FoodCourt,Persia Court,2,220,,,,25.04681344,55.11812058,04-5879522,19:07.6,19:07.6,0,3500,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100242,Razon's,Dining,FoodCourt,Persia Court,2,220,,,,25.04663604,55.11793506,45149367,19:07.6,19:07.6,0,3000,25-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100243,Chowking,Dining,FoodCourt,Tunisia Court,2,220,,,Jollibee Foods Corporation,25.04272338,55.11867493,600 560031,19:07.6,19:07.6,0,4000,10-35 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100244,KFC,Dining,FoodCourt,Persia Court,2,220,,, Yum! Brands,25.0464008,55.1178984,551987350,19:07.6,19:07.6,0,5000,18-45 years,"Families, teens, and young adults enjoying fast food dining.","Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100245,Potato Corner,Dining,FoodCourt,Persia Court,2,220,,,Shakey's Pizza Asia Ventures Inc.,25.04648935,55.1179963,45578197,19:07.6,19:07.6,0,3500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100246,Sizzlin' Steak,Dining,FoodCourt,Tunisia Court,2,220,,,,25.04478624,55.1204076,056 421 6705,19:07.6,19:07.6,0,3000,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100247,KFC Jebel Ali,Dining,FoodCourt,Tunisia Court,2,220,,,KFC (Kentucky Fried Chicken),25.0446161,55.1178273,556026249,19:07.6,19:07.6,0,5000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100248,Island Tea,Dining,FoodCourt,Persia Court,2,220,,,,25.04656702,55.1177534,052 3545905,19:07.6,19:07.6,0,3000,15-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100249,Wendy's,Dining,FoodCourt,Tunisia Court,2,220,,, The Wendy's Company,25.04272636,55.11886807,566812761,19:07.6,19:07.6,0,4500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100250,Debonairs Pizza,Dining,FoodCourt,Persia Court,2,220,,,Famous Brands,25.04471276,55.12030217,600500107,19:07.6,19:07.6,0,4000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100251,Steers,Dining,FoodCourt,Persia Court,2,220,,,Famous Brands,24.9772096,55.0708488,600500107,19:07.6,19:07.6,0,3500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100252,Hardee’s ,Dining,FoodCourt,Tunisia Court,2,220,,,"CKE Restaurants Holdings, Inc.",25.04265304,55.11875267,586829900,19:07.6,19:07.6,0,4500,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100253,KORYO,Dining,FoodCourt,Tunisia Court,2,220,,,,25.0426812,55.1188819,+971 4 221 5179,19:07.6,19:07.6,0,3500,25-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100254,McDonald's,Dining,FoodCourt,Tunisia Court,2,220,,, McDonald's Corporation,25.0468213,55.11807281,43685611,19:07.6,19:07.6,0,5500,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100255,McDonald's,Dining,FoodCourt,Persia Court,2,220,,, McDonald's Corporation,25.04304991,55.11889893,569953713,19:07.6,19:07.6,0,5500,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100256,Xenia Cafe and Lounge,Dining,Restaurant,China Court,2,220,,,Xenia Cafe and Restaurant LLC,25.04819847,55.12139118,+971 4 551 6503,19:07.6,19:07.6,0,3500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100257,Royal Orchid Restaurant,Dining,Restaurant,China Court,2,220,,,Royal Orchid Group,25.0477589,55.120671,45655123,19:07.6,19:07.6,0,4000,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100258,India Palace,Dining,Restaurant,China Court,2,220,,,SFC Group,25.04799831,55.12278928,+971 4 368 5569,19:07.6,19:07.6,0,4000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100259,T.G.I. Friday's,Dining,Restaurant,China Court,2,220,,, TriArtisan Capital Advisors,25.0478428,55.12246741,48826395,19:07.6,19:07.6,0,5000,15-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100260,The Qasab,Dining,Restaurant,China Court,2,220,,,,25.04553856,55.11957664,04-5831973,19:07.6,19:07.6,0,3500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100261,Gazebo,Dining,Restaurant,Persia Court,2,220,,,Gazebo Restaurant Group,25.04552193,55.11955387,44538433,19:07.6,19:07.6,0,4000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100262,Coterie Social and Kitchen,Dining,Restaurant,China Court,2,220,,,Coterie Group,25.04784316,55.12091995,45708072,19:07.6,19:07.6,0,3500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100263,Nando's,Dining,Restaurant,China Court,2,220,,, Nando's Group Holdings Ltd,25.0450301,55.1178144,544300729,19:07.6,19:07.6,0,4500,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100264,Hadoota Masreya Restaurant & Cafe,Dining,Restaurant,India Court,2,220,,,Hadoota Masreya Restaurant & Cafe LLC,25.04621788,55.12241331,44405962,19:07.6,19:07.6,0,3500,25-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100265,Off the Hook,Dining,Restaurant,Persia Court,2,220,,,Off The Hook Restaurant Group,25.04536998,55.11951728,48800500,19:07.6,19:07.6,0,4000,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100266,Pizza Express,Dining,Restaurant,China Court,2,220,,, Hony Capital,25.04818963,55.1230682,+971 4 368 5134,19:07.6,19:07.6,0,4500,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100267,KAMAT,Dining,Restaurant,Persia Court,2,220,,,Kamat Group,25.0451688,55.1167743,45542747,19:07.6,19:07.6,0,4000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100268,Samsung,Electronics,Telecommunications,Tunisia Court,2,220,27,,Samsung Electronics Co,25.04188292,55.11849059,97145134863,15:15.3,15:15.3,0,5000,18-50 years,Tech-savvy customers and professionals buying the latest electronic devices.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100269,Sharaf DG,Electronics,Telecommunications,China Court,2,220,27,,Sharaf Group,25.0477831,55.12220595,43685115,15:15.3,15:15.3,0,6000,18-50 years,Tech enthusiasts and professionals purchasing gadgets and electronics.,Primarily Male (South Asian and Western),Male-dominated
14082,100270,Sharaf DG 4U,Electronics,Telecommunications,Egypt Court,2,220,27,,Sharaf Group,25.04334906,55.11933764,43495776,15:15.3,15:15.3,0,5500,15-50 years,Specific customer type not available for this store.,Primarily Male (South Asian and Western),Male-dominated
14082,100271,E-Max,Electronics,Telecommunications,China Court,2,220,27,,Landmark Group,25.0469407,55.1196209,+971 4 551 9208,15:15.3,15:15.3,0,5000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100272,050 Telecom,Electronics,Telecommunications,Tunisia Court,2,220,27,,050 Telecom,25.04207908,55.11786187,9.72E+11,15:15.3,15:15.3,0,4000,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100273,Virgin Megastore,Electronics,Telecommunications,Tunisia Court,2,220,27,,Azadea Group,25.0864208,55.195392,45707173,15:15.3,15:15.3,0,6000,25-65 years,"Music, gaming, and tech enthusiasts exploring diverse products.","Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100274,EROS,Electronics,Telecommunications,Persia Court,2,220,27,,Eros Group,25.04332242,55.11834617,553828957,15:15.3,15:15.3,0,4500,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100275,Ala Hawak Mobile Accessories,Electronics,Telecommunications,Persia Court,2,220,27,,,25.0451794,55.1175935,588660058,15:15.3,15:15.3,0,3500,25-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100276,iSTYLE Dubai,Electronics,Telecommunications,Egypt Court,2,220,27,,Midis Group,25.04395308,25.04395308,44226981,15:15.3,15:15.3,0,4000,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100277,Smart Corner Dubai,Electronics,Telecommunications,Tunisia Court,2,220,27,,,,,555112084,15:15.3,15:15.3,0,3500,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100278,Z Games Dubai,Electronics,Telecommunications,China Court,2,220,27,,,25.2048544,55.2682017,48348455,15:15.3,15:15.3,0,3000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100279,IMPRESSIONS,Footwear,Footwear,Egypt Court,2,220,27,,,25.0440332,55.1173923,44340537,31:37.5,31:37.5,0,3000,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100280,Deichmann,Footwear,Footwear,India Court,2,220,27,,Deichmann SE,25.0447552,55.12057089,+971 4 514 4975,31:37.5,31:37.5,0,4000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100281,Aldo,Footwear,Footwear,India Court,2,220,27,,ALDO Group,25.044587,55.1177162,+971 552136090,31:37.5,31:37.5,0,4500,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100282,Birkenstock,Footwear,Footwear,India Court,2,220,27,,Birkenstock Group,25.044587,55.1345007,526078575,31:37.5,31:37.5,0,3500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100283,Foot Locker Dubai,Footwear,Footwear,India Court,2,220,27,,"Foot Locker Retail, Inc",25.04517667,55.12075335,+971 4 419 0304,31:37.5,31:37.5,0,5000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100284,CCC Dubai,Footwear,Footwear,India Court,2,220,27,,CCC S.A.,25.0455927,55.1187204,547932412,31:37.5,31:37.5,0,3500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100285,Crocs,Footwear,Footwear,Tunisia Court,2,220,27,,"Crocs, Inc",25.04247761,55.11822895,547932253,31:37.5,31:37.5,0,4000,10-35 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100286,Skechers,Footwear,Footwear,Persia Court,2,220,27,,Skechers USA,25.04477253,55.12037614,+9714 4484651,31:37.5,31:37.5,0,4500,25-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100287,Clarks,Footwear,Footwear,Egypt Court,2,220,27,,C. & J. Clark International Ltd,25.04787893,55.1229358,+971 4 882 4492,31:37.5,31:37.5,0,4000,25-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100287,The Home,Home,decor,India Court,2,220,27,,,25.0458036,55.1179047,45725740,48:26.4,48:26.4,0,3500,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100288,The Mattress Store,Home,decor,India Court,2,220,27,,,25.0447924,55.1176055,+971 4 5898498,48:26.4,48:26.4,0,3000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100289,United Furniture,Home,decor,India Court,2,220,27,,United Furniture,25.04655134,55.12064441,45570144,48:26.4,48:26.4,0,4000,18-50 years,Budget-conscious families furnishing their homes with affordable furniture.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100290,H&M Home Dubai,Home,decor,Persia Court,2,220,27,,Hennes & Mauritz AB (H&M),25.043452,55.116019,009714 4190626,48:26.4,48:26.4,0,4500,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100291,Kani Home,Home,decor,Persia Court,2,220,27,,,25.0459548,55.12010368,43685048,48:26.4,48:26.4,0,3500,15-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100292,Homes R Us,Home,decor,India Court,2,220,27,,Lals Group,25.0468986,55.12123893,+971 4 446 9820,48:26.4,48:26.4,0,4000,25-65 years,Families and professionals shopping for modern and stylish furniture.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100293,Home Box,Home,decor,Persia Court,2,220,27,,Landmark Group,25.04621266,55.11857785,+971 4 5146469,48:26.4,48:26.4,0,4500,25-65 years,Families seeking value-driven options for home decor and essentials.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100294,Super Trim,Accessories,Jewlleries,India Court,2,220,27,,,25.0457527,55.1192348,+971 4 364 9856,54:25.4,54:25.4,0,3000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100295,Hairworks Beauty,Accessories,Jewlleries,Tunisia Court,2,220,27,,,25.0425676,55.11834497,+9714 44512777,54:25.4,54:25.4,0,3500,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100296,Lily Beauty Salon,Accessories,Jewlleries,China Court,2,220,27,,,25.0478303,55.1209567,506735194,54:25.4,54:25.4,0,3500,25-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100297,Cutting Edge Ladies Salon,Accessories,Jewlleries,Persia Court,2,220,27,,,25.04593362,55.11878601,526050591,54:25.4,54:25.4,0,3500,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100298,N.Bar,Accessories,Jewlleries,India Court,2,220,27,,Grooming Company,25.0465698,55.1194474,800 6227,54:25.4,54:25.4,0,4000,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100299,Cutting Edge Spa Dubai,Accessories,Jewlleries,Persia Court,2,220,27,,,25.04562439,55.11916959,564188312,54:25.4,54:25.4,0,3500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100300,Groomen Barbershop Dubai,Accessories,Jewlleries,Tunisia Court,2,220,27,,,25.0426697,55.11807862,558913599,54:25.4,54:25.4,0,3000,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100301,Cutting Edge Gents Salon,Accessories,Jewlleries,Persia Court,2,220,27,,,,,522923172,54:25.4,54:25.4,0,3000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
